class,aurocs,tune_idx
1,0.915383281304197,53.0
1,0.9032604925424905,171.0
1,0.9185570586194937,173.0
1,0.9034859521331946,174.0
1,0.9060353798126951,170.0
1,0.9080124869927159,176.0
1,0.9065209850849809,177.0
1,0.9092265001734304,178.0
1,0.9145508151231356,179.0
1,0.9161290322580645,49.0
1,0.9108567464446757,169.0
1,0.9136142906694416,54.0
1,0.9155046826222684,168.0
1,0.9151751647589317,157.0
1,0.913735691987513,158.0
1,0.9046132500867152,62.0
1,0.9133021158515435,159.0
1,0.9183489420742282,160.0
1,0.9176725633021159,61.0
1,0.9071279916753382,161.0
1,0.9206902532084634,60.0
1,0.9187651751647589,162.0
1,0.9177766215747486,59.0
1,0.9080298300381546,163.0
1,0.9115851543531045,164.0
1,0.9163891779396462,165.0
1,0.9184356573014222,57.0
1,0.9107873742629207,166.0
1,0.9131460284425945,56.0
1,0.9100763093999307,167.0
1,0.9128858827610128,55.0
1,0.918210197710718,45.0
1,0.9134061741241762,181.0
1,0.9159556018036767,44.0
1,0.908723551855706,182.0
1,0.9161290322580645,32.0
1,0.9165972944849116,198.0
1,0.9059833506763788,199.0
1,0.9116371834894207,200.0
1,0.9125216788067985,27.0
1,0.9161116892126258,203.0
1,0.9188692334373917,26.0
1,0.9154699965313908,204.0
1,0.910596600763094,25.0
1,0.9079951439472771,205.0
1,0.9093132154006243,193.0
1,0.9092265001734304,183.0
1,0.9185917447103712,184.0
1,0.91491501907735,186.0
1,0.9181928546652792,40.0
1,0.9156087408949011,187.0
1,0.9088969823100936,38.0
1,0.9179673950745751,189.0
1,0.9164585501214013,191.0
1,0.9168747832119319,35.0
1,0.9137530350329518,156.0
1,0.9154006243496358,65.0
1,0.9164758931668401,155.0
1,0.9143773846687479,94.0
1,0.9135275754422476,120.0
1,0.9209677419354839,93.0
1,0.9037634408602151,92.0
1,0.9117065556711759,122.0
1,0.9117585848074922,91.0
1,0.9039715574054804,124.0
1,0.9164412070759625,125.0
1,0.9149497051682276,89.0
1,0.9160596600763095,126.0
1,0.9125910509885536,127.0
1,0.9213492889351371,87.0
1,0.909885535900104,128.0
1,0.9161463753035033,86.0
1,0.9144294138050642,118.0
1,0.9126430801248699,129.0
1,0.9127471383975025,95.0
1,0.9182969129379118,96.0
1,0.9179847381200139,104.0
1,0.9183836281651059,107.0
1,0.9142212972597988,108.0
1,0.918834547346514,102.0
1,0.9190079778009019,109.0
1,0.9150190773499827,110.0
1,0.9152792230315643,114.0
1,0.916718695802983,98.0
1,0.911064862989941,97.0
1,0.9179847381200138,116.0
1,0.9067117585848075,206.0
1,0.9180020811654526,130.0
1,0.9173603884842179,144.0
1,0.9150364203954213,145.0
1,0.9068678459937565,73.0
1,0.9158688865764829,72.0
1,0.9064862989941034,71.0
1,0.9150364203954214,148.0
1,0.9150017343045439,70.0
1,0.8881893860561915,150.0
1,0.9227714186611169,69.0
1,0.9061741241762054,151.0
1,0.9176899063475547,68.0
1,0.9156434269857787,152.0
1,0.9167186958029829,153.0
1,0.9191293791189733,66.0
1,0.9127297953520638,154.0
1,0.9157127991675338,85.0
1,0.907700312174818,143.0
1,0.9145334720776969,84.0
1,0.9134061741241761,134.0
1,0.9142733263961151,135.0
1,0.9031911203607353,81.0
1,0.9139091224419007,137.0
1,0.9115157821713493,138.0
1,0.9128858827610128,78.0
1,0.9047346514047867,139.0
1,0.915140478668054,77.0
1,0.9166146375303503,141.0
1,0.9086715227193894,24.0
1,0.9157474852584113,105.0
1,0.9155567117585848,216.0
1,0.9141172389871661,6.0
1,0.9119146722164412,229.0
1,0.8962018730489073,220.0
